PDB_Code,Actual,Predicted,Correct,Prob_HEME,Prob_FAD,Prob_Zn2,Prob_Cu1,Prob_Cofactorless
6U87,HEME,Cofactorless,0,0.096079566,0.001951206,0.008250561,0.00045236788,0.8932663
1GEI,HEME,HEME,1,0.9735388,0.025939,8.240707e-05,0.00031156445,0.00012827019
5ESL,HEME,HEME,1,0.999584,0.0002909331,8.729949e-05,9.858729e-06,2.7933744e-05
1BJE,HEME,HEME,1,0.9993631,4.185167e-05,0.00024412059,4.228495e-05,0.00030868035
1YMA,HEME,HEME,1,0.99944705,4.4788067e-05,0.0003053522,3.5932462e-05,0.00016691009
7BR0,FAD,FAD,1,0.022681475,0.90298665,0.060633864,0.0034323258,0.010265646
1FNB,FAD,FAD,1,0.0006908193,0.9913879,0.003898167,0.00010456971,0.003918542
1IQR,FAD,FAD,1,0.022946872,0.82004994,0.033685807,0.0016796533,0.1216377
8Z4P,FAD,FAD,1,0.00045976634,0.99862516,0.00041260972,0.00014787025,0.0003545579
2GQW,FAD,FAD,1,0.0004213502,0.99666566,0.0001791114,6.130092e-05,0.002672533
8PXL,FAD,FAD,1,0.0003730372,0.9963948,0.00025132796,5.9115446e-05,0.002921703
3T31,FAD,FAD,1,9.5611504e-05,0.99963784,4.5298217e-05,2.2789129e-05,0.00019840641
2GR2,FAD,FAD,1,0.0003730372,0.9963948,0.00025132796,5.9115446e-05,0.002921703
8JM1,FAD,FAD,1,0.00091605086,0.9929127,0.0027897307,0.0007682654,0.0026132485
4REK,FAD,FAD,1,0.000287259,0.99851745,0.0004409772,0.00044492903,0.00030939424
1V5G,FAD,FAD,1,0.0004649815,0.98901016,0.0015610924,0.0013430136,0.007620774
5BUL,FAD,FAD,1,0.021970626,0.9064972,0.053117983,0.0031001417,0.015314035
8Z41,FAD,FAD,1,0.000526449,0.99840987,0.0005031361,0.00021963917,0.00034082204
4H4W,FAD,FAD,1,0.00040838076,0.9972332,0.0001653197,3.7136302e-05,0.002155906
8YQM,FAD,FAD,1,0.0007462437,0.9987692,0.00026334272,1.0082036e-05,0.00021105222
8Z6I,FAD,FAD,1,0.000526449,0.99840987,0.0005031361,0.00021963917,0.00034082204
4H4S,FAD,FAD,1,0.00037150824,0.9973477,0.00013621093,3.6358484e-05,0.002108213
7XPI,FAD,FAD,1,0.0055002416,0.9935958,0.00019424089,0.00047659763,0.00023322116
6PVI,FAD,FAD,1,0.013545202,0.93386257,0.013978366,0.000356451,0.038257424
1W35,FAD,FAD,1,0.00019839572,0.99804556,0.00050238153,1.9421164e-05,0.0012342801
2R0C,FAD,FAD,1,0.013121778,0.92719597,0.030045733,0.020613983,0.009022522
8Z4K,FAD,FAD,1,0.000526449,0.99840987,0.0005031361,0.00021963917,0.00034082204
5ZYN,FAD,FAD,1,0.0017120994,0.8500314,0.14482105,0.0017536171,0.0016818644
8JDO,FAD,FAD,1,0.00031297887,0.9966356,0.0018149528,0.0010641937,0.00017228398
9KKC,FAD,FAD,1,0.00033887502,0.99476045,0.002435488,0.00032899852,0.0021362333
4D03,FAD,FAD,1,9.169087e-05,0.9997081,3.5664594e-05,5.7813622e-06,0.00015870208
5I39,FAD,FAD,1,0.15112802,0.5591659,0.007904476,0.004313798,0.27748784
8QNB,FAD,FAD,1,0.15101558,0.8346838,0.0047039366,0.0017800855,0.007816624
7ORZ,FAD,FAD,1,0.0012233774,0.99700004,0.00023026139,6.281233e-05,0.001483535
1BX1,FAD,FAD,1,0.00048449935,0.99176323,0.0031649629,8.344079e-05,0.0045039384
4NZH,FAD,FAD,1,0.38543075,0.6135227,0.00064681406,4.562362e-05,0.00035413698
3SX6,FAD,FAD,1,0.000103531434,0.99962914,5.8803562e-05,1.820267e-05,0.00019025337
9GXB,FAD,FAD,1,0.21674827,0.7365048,0.011798397,0.0007172162,0.034231257
7QU3,FAD,FAD,1,0.27350175,0.6023067,0.051206812,0.014382001,0.058602728
7OSQ,FAD,FAD,1,0.0018262565,0.99354607,0.00049614353,0.0001269609,0.0040046033
9C4P,FAD,FAD,1,0.006970628,0.9808296,0.006099796,0.00046879702,0.0056311223
1DOD,FAD,FAD,1,0.00023416667,0.99906737,8.327498e-05,4.9837803e-05,0.0005654075
1U3D,FAD,FAD,1,0.034864508,0.5101705,0.050694212,0.0010955235,0.40317523
3ZBU,FAD,FAD,1,0.00015908212,0.9985838,0.00046916163,1.2326388e-05,0.00077563646
8ER1,FAD,FAD,1,0.052139126,0.90407646,0.02780178,0.0018159118,0.014166748
9HNK,FAD,FAD,1,0.00122986,0.98974496,0.0035547898,0.003293854,0.002176574
3SXI,FAD,FAD,1,0.00018804548,0.99943095,4.0111412e-05,2.117401e-05,0.00031964955
3FW1,FAD,Cofactorless,0,0.004433165,0.0020716588,0.10425986,0.029797161,0.8594382
1QGY,FAD,FAD,1,0.00018144536,0.9941837,0.0029136825,0.000117680705,0.0026035132
1GRG,FAD,FAD,1,8.7223016e-05,0.99965847,4.646671e-05,8.9110006e-05,0.00011875755
1NHS,FAD,FAD,1,0.005460364,0.9933749,0.00032000543,6.2651896e-05,0.000782064
7VJB,FAD,FAD,1,0.00023182888,0.9982768,0.0004017084,0.00045872713,0.0006309634
5GV7,FAD,FAD,1,0.00951824,0.98288983,0.0045859194,0.0013144104,0.0016915835
3GWD,FAD,FAD,1,0.0012981722,0.99458647,0.0011672751,6.6796296e-05,0.002881276
8Z3X,FAD,FAD,1,0.00045976634,0.99862516,0.00041260972,0.00014787025,0.0003545579
3NH3,FAD,FAD,1,0.0011964489,0.99513197,0.0020512298,0.00031580377,0.0013046295
2DKH,FAD,FAD,1,0.08574115,0.8681815,0.024368685,0.016246745,0.005461833
1TDF,FAD,FAD,1,0.0007477707,0.9989312,0.00020799071,4.3248543e-05,6.972299e-05
8Z1J,FAD,FAD,1,0.0003905952,0.9986181,0.00051519467,0.00015070675,0.00032531706
2CJC,FAD,Cofactorless,0,0.022407897,0.18240978,0.04097141,0.016441135,0.7377697
6DD6,FAD,FAD,1,0.011720241,0.57006305,0.38451236,0.006875745,0.026828587
7B02,FAD,FAD,1,0.00043978234,0.9986469,0.00014817754,2.152639e-05,0.00074359815
9ORN,FAD,FAD,1,0.00015431047,0.9972825,0.00033976467,3.8424943e-05,0.002184928
3DJG,FAD,FAD,1,6.50971e-05,0.99928373,0.0002612597,0.00015415529,0.00023581406
7KPQ,FAD,FAD,1,0.00063129165,0.99861515,0.0005160049,5.420658e-05,0.00018336957
8JU4,FAD,FAD,1,0.000946836,0.9977457,0.00059390254,0.00037207073,0.00034142783
3D1C,FAD,FAD,1,0.08074392,0.8286982,0.052802775,0.00590475,0.031850334
8JM2,FAD,FAD,1,0.00091605086,0.9929127,0.0027897307,0.0007682654,0.0026132485
6LR8,FAD,FAD,1,0.038963612,0.88249034,0.065931424,0.0029757358,0.009638944
7KPT,FAD,FAD,1,0.00084373646,0.9985655,0.0003532734,5.4203883e-05,0.00018336045
4YKG,FAD,FAD,1,0.043172263,0.508318,0.007283374,0.014523467,0.4267029
8WKC,FAD,FAD,1,0.11193007,0.8620836,0.0073852413,0.00023962275,0.018361429
8JDV,FAD,FAD,1,0.000545835,0.98055756,0.017334603,0.0012366674,0.00032538606
1GRE,FAD,FAD,1,8.7223016e-05,0.99965847,4.646671e-05,8.9110006e-05,0.00011875755
2DJI,FAD,FAD,1,0.00022205224,0.9954526,0.0010303935,0.0008003401,0.0024946192
9HNL,FAD,FAD,1,0.00122986,0.98974496,0.0035547898,0.003293854,0.002176574
9KKG,FAD,FAD,1,0.00026296594,0.99516934,0.002132916,0.00030038413,0.0021343993
8UIQ,FAD,FAD,1,0.038329333,0.5161128,0.43076062,0.0016174426,0.01317979
1WAM,FAD,Zn2+,0,0.20140986,0.11516417,0.6551491,0.0017011417,0.026575692
1NPX,FAD,FAD,1,0.026198797,0.9721376,0.00041913215,9.951882e-05,0.0011449571
3SYI,FAD,FAD,1,0.00016707901,0.9993656,7.5647506e-05,2.4592924e-05,0.00036711505
1B8S,FAD,FAD,1,0.00023886755,0.9989612,0.00032757953,0.0002682821,0.00020402198
1M6I,FAD,FAD,1,0.049644887,0.9495599,0.00029109116,0.00033750874,0.00016658238
8BJY,FAD,FAD,1,0.0001665542,0.99525696,0.0009060776,0.00058545003,0.0030849797
3GYI,FAD,FAD,1,0.00014117057,0.998696,0.00023418882,0.00070278795,0.00022586354
4OVI,FAD,FAD,1,0.000469817,0.9992613,6.562208e-05,1.3730155e-05,0.00018947064
6SW2,FAD,FAD,1,0.035895262,0.9548265,0.0036503705,0.0014678054,0.0041600256
1FDR,FAD,HEME,0,0.8376675,0.030605968,0.046726756,0.0038059475,0.081193775
9V6B,FAD,FAD,1,0.06134291,0.5751585,0.23506424,0.029051233,0.09938314
3NG7,FAD,FAD,1,0.0009230674,0.99618775,0.0014681288,0.00023118184,0.001189856
3NYE,FAD,FAD,1,0.0069478513,0.96854705,0.0006846863,0.00019288308,0.02362753
8Z3D,FAD,FAD,1,0.000526449,0.99840987,0.0005031361,0.00021963917,0.00034082204
2MBR,FAD,FAD,1,0.15446869,0.3925872,0.1687797,0.015540416,0.26862404
8C6B,FAD,FAD,1,0.00074121513,0.99839103,0.00020753198,4.1482257e-05,0.00061879866
5UTH,FAD,FAD,1,0.0032354863,0.9961857,0.00032691125,0.000122053,0.0001298155
2I0K,FAD,FAD,1,0.007893058,0.9611399,0.0040535,0.0022884635,0.024625067
1TDE,FAD,FAD,1,0.000778615,0.9988747,0.00023055886,5.103543e-05,6.506462e-05
9IQC,FAD,Zn2+,0,0.001584398,0.0018831727,0.9633907,0.001987809,0.03115386
7VJ5,FAD,FAD,1,0.00023182888,0.9982768,0.0004017084,0.00045872713,0.0006309634
4U63,FAD,FAD,1,0.11796262,0.76742804,0.10438233,0.001177429,0.009049586
3O55,FAD,Zn2+,0,0.07265366,0.14887552,0.7581114,0.006068912,0.014290539
8PL6,FAD,FAD,1,0.00030887625,0.9983851,0.00019836178,2.4393785e-05,0.0010832773
3DK9,FAD,FAD,1,8.7223016e-05,0.99965847,4.646671e-05,8.9110006e-05,0.00011875755
1GSN,FAD,FAD,1,6.3432315e-05,0.9997147,4.0778512e-05,9.8701654e-05,8.240747e-05
8JM4,FAD,FAD,1,0.0009103251,0.9918147,0.0037911574,0.0007439908,0.0027397927
8PLG,FAD,FAD,1,0.0003088746,0.9983797,0.00020376345,2.4393654e-05,0.0010832715
3T0K,FAD,FAD,1,9.5611504e-05,0.99963784,4.5298217e-05,2.2789129e-05,0.00019840641
2JKC,FAD,FAD,1,0.0011661224,0.99704605,0.0010607747,0.0003750765,0.00035200332
5ZW8,FAD,Cofactorless,0,0.026259523,0.008979939,0.026596442,0.00641306,0.9317511
5Y7A,FAD,FAD,1,0.006460662,0.9895571,0.0021542504,0.0005418616,0.0012861268
3QVR,FAD,FAD,1,0.0058988193,0.96055144,0.029609414,0.0023627037,0.0015776893
1BJK,FAD,FAD,1,0.0001996636,0.99412113,0.002847591,0.00013422151,0.00269735
6KGQ,FAD,Zn2+,0,0.028170085,0.3446819,0.6197562,0.004506376,0.0028853943
5VW4,FAD,FAD,1,0.009213667,0.7439947,0.09210659,0.015286768,0.13939829
1K0L,FAD,FAD,1,0.0001485674,0.9989261,6.2538624e-05,5.8315145e-05,0.00080447085
4HA6,FAD,FAD,1,0.025594955,0.8731917,0.09061708,0.009805492,0.0007907037
2IJG,FAD,FAD,1,0.0026117493,0.88289994,0.0073544336,0.0024830766,0.10465079
4G1V,FAD,HEME,0,0.8458133,0.102314115,0.0058542197,0.004664932,0.041353386
3U5S,FAD,Zn2+,0,0.120760195,0.003517315,0.86336696,0.0036903215,0.008665221
1N1P,FAD,FAD,1,0.00024033869,0.99874794,0.00027979552,0.0005122543,0.00021964943
8B7S,FAD,FAD,1,0.0002595927,0.998993,0.0005858612,0.00010408181,5.7444744e-05
1V5E,FAD,FAD,1,0.00022205224,0.9954526,0.0010303935,0.0008003401,0.0024946192
5HXI,FAD,FAD,1,0.00067404646,0.9984841,0.00073550915,4.588033e-05,6.0556664e-05
3RP7,FAD,FAD,1,0.0015499856,0.99173635,0.0037811059,0.0018413408,0.0010912496
6YS2,FAD,FAD,1,0.0014350882,0.9963554,0.0006676712,0.001220458,0.0003213294
4K8D,FAD,FAD,1,0.086569436,0.67186517,0.023993358,0.104534775,0.11303728
8Z4M,FAD,FAD,1,0.000526449,0.99840987,0.0005031361,0.00021963917,0.00034082204
4D04,FAD,FAD,1,9.169087e-05,0.9997081,3.5664594e-05,5.7813622e-06,0.00015870208
6C7S,FAD,FAD,1,0.003351579,0.993024,0.002221314,0.00027681608,0.0011262447
3RP6,FAD,FAD,1,0.0013652946,0.9920806,0.0031970877,0.0019988916,0.0013581584
3GSI,FAD,FAD,1,0.037996963,0.9108954,0.007282105,0.011978678,0.031846825
8QNC,FAD,FAD,1,0.004597079,0.9859693,0.003518159,0.00081949565,0.0050959834
8CCM,FAD,FAD,1,0.0032354863,0.9961857,0.00032691125,0.000122053,0.0001298155
1K0I,FAD,FAD,1,0.00014858987,0.9990772,8.4546715e-05,5.8323963e-05,0.00063136633
4YNU,FAD,Cofactorless,0,0.0156625,0.058972366,0.021676628,0.12500857,0.77867997
7VJ6,FAD,FAD,1,0.00023182888,0.9982768,0.0004017084,0.00045872713,0.0006309634
3G5S,FAD,Cofactorless,0,0.066214256,0.09490566,0.0057407017,0.0038457573,0.82929367
7V8R,FAD,FAD,1,0.004047917,0.9905069,0.0021477405,0.00010675811,0.0031907212
3LVB,FAD,FAD,1,0.0002629457,0.99509263,0.0022097905,0.000300361,0.0021342346
8C1U,FAD,FAD,1,0.00081605435,0.99835443,0.00020448868,4.2216656e-05,0.00058289414
7AV4,FAD,FAD,1,0.001429055,0.9914141,0.0019577204,0.0007098434,0.0044892463
4YWO,FAD,FAD,1,0.0016025006,0.9909589,8.3322884e-05,0.00011081829,0.007244391
3W2H,FAD,FAD,1,0.0065822275,0.9866946,0.0042935805,0.0009343711,0.0014952184
3DJL,FAD,Zn2+,0,0.010278384,0.4566303,0.47943592,0.009970335,0.043685038
1E62,FAD,FAD,1,0.00014813505,0.998312,0.0007313902,1.2923977e-05,0.0007955825
2AR8,FAD,FAD,1,0.016936079,0.9825042,0.00035228874,0.00010127104,0.00010615796
5WGY,FAD,FAD,1,0.11646354,0.6156385,0.1739029,0.037316285,0.056678817
1R2J,FAD,FAD,1,0.07087671,0.41122985,0.03835042,0.089105695,0.3904373
2YLS,FAD,FAD,1,0.000469817,0.9992613,6.562208e-05,1.3730155e-05,0.00018947064
3E2S,FAD,FAD,1,0.06068679,0.48487818,0.1367402,0.0012014185,0.31649345
4XXG,FAD,FAD,1,0.00011810663,0.99824274,0.00056980515,0.0008105144,0.00025888765
1Q9I,FAD,FAD,1,0.00074913155,0.97905207,0.019740038,0.00021079765,0.0002479482
1QUF,FAD,FAD,1,0.00012608271,0.9984528,0.0005582013,1.2050387e-05,0.00085084775
5OGX,FAD,Zn2+,0,0.042452607,0.056520004,0.48924765,0.005119822,0.40665993
2CIE,FAD,FAD,1,0.017537208,0.6668964,0.034610678,0.1725278,0.108427875
1WKF,Zn2+,Zn2+,1,0.0018645182,0.002468604,0.9946502,0.000104520936,0.00091218005
4FRV,Zn2+,Cu+,0,0.0010445914,0.001324836,0.3556426,0.4289858,0.21300225
5QPD,Zn2+,Cofactorless,0,0.06419217,0.2988678,0.01992922,0.010869758,0.60614103
7I43,Zn2+,Zn2+,1,0.00027844362,0.00018014191,0.99829394,0.00025128765,0.0009961796
3PB6,Zn2+,Zn2+,1,0.11331953,0.00730874,0.83762884,0.0044894298,0.037253506
7TSD,Zn2+,HEME,0,0.9912982,0.006824599,0.00030368974,0.0005617452,0.0010118339
1HUG,Zn2+,Zn2+,1,0.00018275731,0.0001453108,0.9991667,0.0003098852,0.0001953648
7G7W,Zn2+,Zn2+,1,4.046048e-05,9.601481e-05,0.9997243,7.9317026e-05,5.986752e-05
4H2I,Zn2+,Zn2+,1,0.00062712375,0.0034590864,0.9948047,0.0005118635,0.0005972247
3U47,Zn2+,Zn2+,1,1.4458902e-05,4.726824e-05,0.9998141,1.6374757e-05,0.00010780956
5FNH,Zn2+,Zn2+,1,1.0488307e-05,3.5538545e-05,0.99987555,1.1227753e-05,6.7160734e-05
6SP0,Zn2+,Cofactorless,0,0.00014200385,0.0001217899,0.00052525423,0.0004699565,0.998741
1C2D,Zn2+,Cofactorless,0,0.005890612,0.062438354,0.16589583,0.09479335,0.6709818
5FNL,Zn2+,Zn2+,1,1.0488307e-05,3.5538545e-05,0.99987555,1.1227753e-05,6.7160734e-05
5SG4,Zn2+,Zn2+,1,0.00055022875,0.001319951,0.99310607,0.0024819684,0.0025418361
5ZGW,Zn2+,Zn2+,1,0.00038757664,0.0012898429,0.9178552,0.072023064,0.008444355
6BCC,Zn2+,Zn2+,1,1.0488307e-05,3.5538545e-05,0.99987555,1.1227753e-05,6.7160734e-05
4CA2,Zn2+,Zn2+,1,1.0488307e-05,3.5538545e-05,0.99987555,1.1227753e-05,6.7160734e-05
3CA2,Zn2+,Zn2+,1,1.2372739e-05,6.0134098e-05,0.9998603,9.591827e-06,5.7641864e-05
5AMH,Zn2+,Zn2+,1,0.0022646212,0.009508469,0.68605655,0.0014503655,0.30072
1LMH,Zn2+,Zn2+,1,0.3542013,0.0020006378,0.5635016,0.071916856,0.008379558
5PMX,Zn2+,Zn2+,1,0.0023104022,0.013534487,0.9802878,0.00073695567,0.0031303593
1KS7,Zn2+,Zn2+,1,0.0005035601,0.0001650951,0.99680483,0.0020277794,0.0004987495
6QV5,Zn2+,HEME,0,0.91017085,0.0018593273,0.039470684,0.00034908284,0.048150066
5JMX,Zn2+,Zn2+,1,3.8178656e-05,0.00013066224,0.99389714,0.002395389,0.0035386246
8PG5,Zn2+,Zn2+,1,0.0010312562,0.0002529514,0.9891334,0.0021898022,0.0073925667
7G4K,Zn2+,Zn2+,1,4.046048e-05,9.601481e-05,0.9997243,7.9317026e-05,5.986752e-05
4BJB,Zn2+,Cofactorless,0,0.00057562825,0.001335644,0.0119194165,0.0002553014,0.985914
2PMP,Zn2+,Zn2+,1,0.24784775,0.00910133,0.38611522,0.06986599,0.28706968
1FUK,Zn2+,Cofactorless,0,0.0002500578,8.604103e-05,0.036765434,0.013223744,0.9496747
6IK4,Zn2+,Zn2+,1,0.012396986,0.08459484,0.81706035,0.0185337,0.06741411
7H4E,Zn2+,Zn2+,1,0.00067583873,0.00028091657,0.99426126,0.0007847178,0.0039972276
5C3K,Zn2+,Cofactorless,0,0.039628323,0.020741927,0.4012177,0.075944036,0.46246806
1G52,Zn2+,Zn2+,1,1.2372739e-05,6.0134098e-05,0.9998603,9.591827e-06,5.7641864e-05
3ISI,Zn2+,Zn2+,1,0.010003871,0.019456059,0.8669395,0.09098851,0.012612078
9GU7,Zn2+,Zn2+,1,1.0488307e-05,3.5538545e-05,0.99987555,1.1227753e-05,6.7160734e-05
3N4B,Zn2+,Zn2+,1,1.0488307e-05,3.5538545e-05,0.99987555,1.1227753e-05,6.7160734e-05
3D09,Zn2+,Cofactorless,0,0.06883697,0.015298833,0.3670828,0.028042715,0.52073866
7FU4,Zn2+,HEME,0,0.51531774,0.05086537,0.10935992,0.011163898,0.31329304
7KUS,Zn2+,Zn2+,1,0.24530932,0.0014178032,0.7480656,0.0007198314,0.004487409
2WXT,Zn2+,Zn2+,1,0.0023127291,0.017952414,0.51158404,0.0030389715,0.46511182
7G4F,Zn2+,Zn2+,1,4.046048e-05,9.601481e-05,0.9997243,7.9317026e-05,5.986752e-05
3R4X,Zn2+,HEME,0,0.94050354,0.012986272,0.0390704,0.0002992459,0.0071405014
4EJM,Zn2+,Zn2+,1,0.025394293,0.06586964,0.88488847,0.007970275,0.015877353
6LUY,Zn2+,Zn2+,1,1.0488307e-05,3.5538545e-05,0.99987555,1.1227753e-05,6.7160734e-05
6LND,Zn2+,Cofactorless,0,0.052899078,0.0066566807,0.26789218,0.005839484,0.6667126
1Z9Y,Zn2+,Zn2+,1,1.2372739e-05,6.0134098e-05,0.9998603,9.591827e-06,5.7641864e-05
5JT5,Zn2+,Zn2+,1,0.0003473193,0.0018547976,0.99700826,0.00010110508,0.0006884849
7CI9,Zn2+,Zn2+,1,0.0050893286,0.015426701,0.8713244,0.010818732,0.097340785
3S1G,Zn2+,Zn2+,1,0.0003473193,0.0018547976,0.99700826,0.00010110508,0.0006884849
4DZ9,Zn2+,Zn2+,1,1.0488307e-05,3.5538545e-05,0.99987555,1.1227753e-05,6.7160734e-05
5SIM,Zn2+,Zn2+,1,0.00055022875,0.001319951,0.99310607,0.0024819684,0.0025418361
1H7P,Zn2+,Cofactorless,0,0.16233826,0.055683937,0.372859,0.024383053,0.38473576
9YC2,Zn2+,Zn2+,1,0.19293539,0.050660163,0.52945596,0.0988169,0.12813157
1W9B,Zn2+,Zn2+,1,0.089578114,0.03687724,0.6646832,0.0045949537,0.20426646
8CP7,Zn2+,FAD,0,0.06583447,0.732779,0.016046956,0.008735575,0.17660402
3EBG,Zn2+,Zn2+,1,0.0026283965,0.0023169704,0.9921674,0.0007716885,0.002115553
7I2I,Zn2+,FAD,0,0.020402847,0.83031917,0.14182101,0.0038544256,0.0036025736
7PBA,Zn2+,Zn2+,1,0.00021324737,0.008902055,0.98858774,0.0011726425,0.0011243436
3L7X,Zn2+,Zn2+,1,0.009264115,0.0026868505,0.8553917,0.007961919,0.1246954
7G6W,Zn2+,Zn2+,1,4.046048e-05,9.601481e-05,0.9997243,7.9317026e-05,5.986752e-05
9GCD,Zn2+,Cofactorless,0,0.118107036,0.010743301,0.30608082,0.013257676,0.55181116
2CBB,Zn2+,Zn2+,1,1.2441796e-05,4.332913e-05,0.9998491,1.2796358e-05,8.227938e-05
3P7S,Zn2+,Zn2+,1,0.0021578493,0.00088015856,0.6626603,0.33231017,0.001991514
8C4W,Zn2+,Zn2+,1,0.00024619017,0.0032627129,0.9892173,0.006430412,0.00084335706
6PDB,Zn2+,Zn2+,1,0.0057538617,0.0028773837,0.98387986,0.00035052135,0.0071384087
2EHT,Zn2+,Cofactorless,0,0.0010320583,4.4295488e-05,0.0007175117,0.001201889,0.9970042
6RQU,Zn2+,Zn2+,1,0.4513838,0.0036536788,0.533112,0.0035919843,0.008258559
4U9B,Zn2+,Zn2+,1,0.005375474,0.0013228464,0.9492498,0.0043985806,0.039653283
6U4T,Zn2+,Zn2+,1,3.52304e-05,6.5082146e-05,0.999772,1.4408877e-05,0.00011321545
4ELC,Zn2+,Zn2+,1,0.0016246665,0.0037492677,0.99058914,0.0002642246,0.0037727433
2BHB,Zn2+,Zn2+,1,0.02505668,0.19967514,0.7164124,0.017272966,0.041582733
4B9P,Zn2+,Cofactorless,0,0.0009695997,0.0018588294,0.014529987,0.0010396857,0.9816019
2F94,Zn2+,Cofactorless,0,0.046589646,0.00046862065,0.0025644253,0.00030016387,0.9500771
7HX1,Zn2+,Zn2+,1,0.00027844362,0.00018014191,0.99829394,0.00025128765,0.0009961796
3TT4,Zn2+,Zn2+,1,0.054936185,0.005145137,0.759457,0.0046177134,0.17584395
1PE7,Zn2+,Cu+,0,0.0013559707,0.00096886436,0.26177332,0.7334938,0.0024080502
4P4E,Zn2+,Zn2+,1,0.00026001956,0.028083788,0.96915317,0.0003507495,0.0021522373
7Y70,Zn2+,Zn2+,1,0.002252946,0.003479165,0.9111089,0.022350851,0.060808167
6TWA,Zn2+,Zn2+,1,0.00062712375,0.0034590864,0.9948047,0.0005118635,0.0005972247
1TBF,Zn2+,Zn2+,1,0.0044122534,0.0017423097,0.95767426,0.0074662557,0.02870492
6W12,Zn2+,Cofactorless,0,0.013286663,0.016009392,0.3644642,0.048813384,0.5574264
3V3H,Zn2+,Zn2+,1,1.429236e-05,3.521754e-05,0.99984086,1.0654263e-05,9.897428e-05
5FNM,Zn2+,Zn2+,1,1.0488307e-05,3.5538545e-05,0.99987555,1.1227753e-05,6.7160734e-05
8QQA,Zn2+,Zn2+,1,1.0488307e-05,3.5538545e-05,0.99987555,1.1227753e-05,6.7160734e-05
7TW9,Zn2+,Cofactorless,0,0.030584278,0.023077203,0.3520567,0.049825657,0.5444561
8OGF,Zn2+,Zn2+,1,1.0488307e-05,3.5538545e-05,0.99987555,1.1227753e-05,6.7160734e-05
7H2Y,Zn2+,Zn2+,1,0.00067583873,0.00028091657,0.99426126,0.0007847178,0.0039972276
2XB4,Zn2+,Cofactorless,0,0.004043185,0.109166704,0.010823179,0.00092150236,0.8750454
1S0U,Zn2+,FAD,0,0.017904215,0.81585497,0.14058843,0.0009824242,0.024669955
6JEB,Zn2+,Cofactorless,0,0.022803541,0.33084685,0.09438559,0.01710545,0.5348586
6CPA,Zn2+,Zn2+,1,0.0022357274,0.0043105194,0.65879315,0.0012151318,0.3334455
4R2J,Zn2+,Cofactorless,0,0.01148532,0.0026699712,0.0020493206,0.014345243,0.9694502
9G38,Zn2+,Zn2+,1,2.3818506e-05,0.00010616844,0.99971527,2.8500848e-05,0.00012622059
6OIQ,Zn2+,Zn2+,1,0.0057298695,0.0036258346,0.9809483,0.000457059,0.009238897
2HJN,Zn2+,Zn2+,1,0.0018409879,0.0025349814,0.8701555,0.0019076754,0.12356085
5ONY,Zn2+,Cu+,0,0.0030521674,0.015733944,0.020704163,0.95727485,0.0032348735
3P58,Zn2+,Zn2+,1,1.0488307e-05,3.5538545e-05,0.99987555,1.1227753e-05,6.7160734e-05
2IMR,Zn2+,FAD,0,0.060664453,0.7117852,0.033735137,0.17824526,0.015569927
5NXV,Zn2+,Zn2+,1,2.589065e-05,6.5334556e-05,0.9998185,1.1980583e-05,7.829633e-05
3BKQ,Zn2+,Zn2+,1,0.008093269,0.0045534256,0.73113,0.24206282,0.014160445
5FLO,Zn2+,Zn2+,1,1.0488307e-05,3.5538545e-05,0.99987555,1.1227753e-05,6.7160734e-05
2EJC,Zn2+,Zn2+,1,0.0051118014,0.015377125,0.8188849,0.07637633,0.08424983
6DCH,Zn2+,Cofactorless,0,0.037015334,0.10885052,0.3533372,0.0029054196,0.4978916
5PI7,Zn2+,Zn2+,1,0.0023052401,0.013504254,0.9803318,0.0007353091,0.003123365
7G3I,Zn2+,Zn2+,1,4.046048e-05,9.601481e-05,0.9997243,7.9317026e-05,5.986752e-05
4ZX4,Zn2+,Zn2+,1,0.0019966417,0.0022152383,0.9927053,0.0006916904,0.0023910943
7JO3,Zn2+,Zn2+,1,2.1866452e-05,6.584415e-05,0.99980885,1.5015556e-05,8.849235e-05
6I3E,Zn2+,Zn2+,1,0.00042856915,0.0012900031,0.9964451,0.00017063569,0.0016656754
3TTC,Zn2+,FAD,0,0.08258164,0.8884324,0.02649252,0.0010649131,0.0014285408
8PRC,Zn2+,Cofactorless,0,0.031910673,0.04453851,0.20552826,0.2747623,0.44326025
2DYX,Zn2+,Cu+,0,0.0064236037,0.018162588,0.06114148,0.5898083,0.32446402
2WHK,Zn2+,Zn2+,1,0.044729296,0.010544721,0.60854393,0.12565288,0.21052918
3OHR,Zn2+,FAD,0,0.0014366612,0.86776555,0.07039391,0.0512582,0.009145641
3P7P,Zn2+,Cu+,0,0.0013559707,0.00096886436,0.26177332,0.7334938,0.0024080502
8GR6,Zn2+,Cofactorless,0,0.33352134,0.00052834564,0.12844731,0.0017051992,0.53579783
4C4M,Zn2+,Zn2+,1,0.0045899847,0.00063651,0.9654546,0.01489889,0.014420071
3RG3,Zn2+,Zn2+,1,9.838338e-06,3.526434e-05,0.9998547,1.2003685e-05,8.813022e-05
3CZS,Zn2+,Zn2+,1,0.0006184278,0.010620358,0.9813182,0.0063006617,0.0011424365
6YYZ,Zn2+,Zn2+,1,0.00013695634,0.00092512515,0.9983876,6.598862e-05,0.0004843513
